timestamp	numstudies	numtrees	time	sha
1301521456	133	299	2011-03-30T16Z	
1301521543	134	302	2011-03-30T16Z	
1301521884	135	306	2011-03-30T16Z	
1301522031	136	307	2011-03-30T16Z	
1301522127	137	308	2011-03-30T16Z	
1301522590	138	309	2011-03-30T17Z	
1301522746	139	313	2011-03-30T17Z	
1301522865	140	314	2011-03-30T17Z	
1301523209	141	318	2011-03-30T17Z	
1301523659	142	320	2011-03-30T17Z	
1301523973	143	323	2011-03-30T17Z	
1301524215	144	325	2011-03-30T17Z	
1301524472	145	326	2011-03-30T17Z	
1303317838	146	328	2011-04-20T11Z	
1303317934	147	331	2011-04-20T11Z	
1303318402	148	332	2011-04-20T11Z	
1303318605	149	336	2011-04-20T11Z	
1303847932	150	345	2011-04-26T14Z	
1303848032	151	347	2011-04-26T15Z	
1303848126	152	348	2011-04-26T15Z	
1303848190	153	349	2011-04-26T15Z	
1303848233	154	350	2011-04-26T15Z	
1303848323	155	356	2011-04-26T15Z	
1303848396	156	358	2011-04-26T15Z	
1303848463	157	359	2011-04-26T15Z	
1303848570	158	363	2011-04-26T15Z	
1303848673	159	365	2011-04-26T15Z	
1303849086	160	367	2011-04-26T15Z	
1303849173	161	369	2011-04-26T15Z	
1303849671	162	370	2011-04-26T15Z	
1303849720	163	371	2011-04-26T15Z	
1303849872	164	374	2011-04-26T15Z	
1303849981	165	375	2011-04-26T15Z	
1303850122	166	385	2011-04-26T15Z	
1303850177	167	387	2011-04-26T15Z	
1303850302	168	388	2011-04-26T15Z	
1303850355	169	389	2011-04-26T15Z	
1303850398	170	392	2011-04-26T15Z	
1303850591	171	393	2011-04-26T15Z	
1303850703	172	396	2011-04-26T15Z	
1303850756	173	398	2011-04-26T15Z	
1303850805	174	399	2011-04-26T15Z	
1303850857	175	401	2011-04-26T15Z	
1303850977	176	403	2011-04-26T15Z	
1303851028	177	404	2011-04-26T15Z	
1303851076	178	408	2011-04-26T15Z	
1303851200	179	410	2011-04-26T15Z	
1303851241	180	411	2011-04-26T15Z	
1303851371	181	412	2011-04-26T15Z	
1303851422	182	413	2011-04-26T15Z	
1303851472	183	414	2011-04-26T15Z	
1303851519	184	415	2011-04-26T15Z	
1303851627	185	416	2011-04-26T16Z	
1311797720	186	420	2011-07-27T15Z	
1339697775	187	421	2012-06-14T13Z	
1339764742	188	422	2012-06-15T07Z	
1339766684	189	424	2012-06-15T08Z	
1339789564	190	425	2012-06-15T14Z	
1339793313	191	426	2012-06-15T15Z	
1339794078	192	428	2012-06-15T16Z	
1339794479	193	430	2012-06-15T16Z	
1340030945	194	432	2012-06-18T09Z	
1340043522	195	456	2012-06-18T13Z	
1341006682	196	465	2012-06-29T16Z	
1341256484	197	478	2012-07-02T14Z	
1341262715	198	479	2012-07-02T15Z	
1341263894	199	486	2012-07-02T16Z	
1341939984	200	488	2012-07-10T12Z	
1342031182	201	490	2012-07-11T13Z	
1342031561	202	491	2012-07-11T13Z	
1342104811	203	492	2012-07-12T09Z	
1342105267	204	495	2012-07-12T10Z	
1342106416	205	499	2012-07-12T10Z	
1342446948	206	505	2012-07-16T08Z	
1342450353	207	508	2012-07-16T09Z	
1342451277	208	509	2012-07-16T10Z	
1342458328	209	510	2012-07-16T12Z	
1342458761	210	512	2012-07-16T12Z	
1344522381	211	513	2012-08-09T09Z	
